Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
allure-auto-cm-1029-car-mat-honda-civic,Allure Auto CM 1029 Car Mat Honda Civic,Buy Allure Auto CM 1029 Car Mat Honda Civic for CAD $86.24 online. Allure Auto CM 1029 Car Mat Honda Civic at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Allure Auto,Automotive,Automotive,TRUE,Color,Beige,Material,Rubber,Type,Floor Mat,,100,shopify,50,deny,manual,28.14,86.24,TRUE,TRUE,,http://img5a.flixcart.com/image/car-mat/q/6/6/honda-mobilio-anti-slip-noodle-car-floor-mats-set-of-5-beige-1100x1100-imaecjxhcu7g2geg.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
mask-lifestyle-women-s-printed-casual-shirt,Mask Lifestyle Women's Printed Casual Shirt,Mask Lifestyle Women's Printed Casual Shirt - Buy Multicolor Mask Lifestyle Women's Printed Casual Shirt For Only CAD $17.58 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it,Slim,Clothing,Clothing,TRUE,Fit,Slim,Number of Contents in Sales Package,Pack of 1,Pattern,Printed,,100,shopify,50,deny,manual,8.36,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/c/4/y/mls14-mask-lifestyle-xs-original-imaecegywyf7psay.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
mask-lifestyle-women-s-printed-casual-shirt,,,,,,,Fit,Slim,Number of Contents in Sales Package,Pack of 1,Pattern,Printed,SHTEDAU6ZHWERKGC,100,shopify,50,deny,manual,8.36,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/d/a/v/mls13-mask-lifestyle-xs-original-imaeceg5hhmtxd8t.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
mask-lifestyle-women-s-printed-casual-shirt,,,,,,,Fit,Slim,Number of Contents in Sales Package,Pack of 1,Pattern,Printed,SHTEDAU6YEYVGEKG,100,shopify,50,deny,manual,8.36,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/f/c/p/mls18-mask-lifestyle-l-original-imaecek5x8v25ghy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
mask-lifestyle-women-s-printed-casual-shirt,,,,,,,Fit,Slim,Number of Contents in Sales Package,Pack of 1,Pattern,Printed,SHTEDSV76NNTFZ4E,100,shopify,50,deny,manual,8.36,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/z/4/e/mls-21-mask-lifestyle-l-original-imaedszt8fzfzsgj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
lapguard-sony-vgp-bps22-a-compatible-black-6-cell-laptop-battery,Lapguard Sony VGP-BPS22/A Compatible Black 6 Cell Laptop Battery,Buy Lapguard Sony VGP-BPS22/A Compatible Black 6 Cell Laptop Battery only for CAD $70.38 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Lapguard,Computers,Computers,TRUE,Color,Black,,,,,,100,shopify,50,deny,manual,51.02,70.38,TRUE,TRUE,,http://img6a.flixcart.com/image/laptop-battery/t/m/4/arb-sony-vaio-vpceb1pfx-b-compatible-black-original-imady8gnzyxsyvsk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
uncle-benit-woolen-cap,UNCLE BENIT WOOLEN CAP Cap,"Key Features of UNCLE BENIT WOOLEN CAP Cap Red WOOL BLEND,Specifications of UNCLE BENIT WOOLEN CAP Cap (Pack of 50) General Details Ideal For Men's Cap Details Number of Contents in Sales Package Pack of 50 Fabric WOOL BLEND Type WOOLEN CAP Additional Details Style Code UNCLE BENIT-9C2",UNCLE BENIT,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 50,Type,WOOLEN CAP,,,,100,shopify,50,deny,manual,6.14,12.3,TRUE,TRUE,,http://img5a.flixcart.com/image/cap/g/p/n/uncle-benit-9c2-uncle-benit-free-original-imaebu5mmkegbkkm.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
aarika-girl-s-kurta-churidar-set,Aarika Girl's Kurta and Churidar Set,"Specifications of Aarika Girl's Kurta and Churidar Set General Details Sleeve Sleeveless Lining Material Polyester Fabric Net Type Kurta and Churidar Set Pattern Self Design Ideal For Girl's Neck Mandarin Neck Fabric Care Wash with Similar Colors, Use Detergent for Colors In the Box Kurta, Churidar, Dupatta",Aarika,Clothing,Clothing,TRUE,Pattern,Self Design,Type,Kurta and Churidar Set,,,,100,shopify,50,deny,manual,19.69,49.26,TRUE,TRUE,,http://img5a.flixcart.com/image/ethnic-set/y/q/k/1594-orange-aarika-9-10-years-original-imaegyghdtdyr9py.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
vijisan-beautiful-yellow-gemstone-bead-sapphire-stone-necklace,Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace,Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace - Buy Vijisan Beautiful Yellow Gemstone Bead Sapphire Stone Necklace only for CAD $4.14 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Vijisan,Jewellery,Jewellery,TRUE,Color,Yellow,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,4.14,4.14,TRUE,TRUE,,http://img6a.flixcart.com/image/necklace-chain/r/k/f/gbs1031-a-vijisan-necklace-original-imaea48ryhcjctvk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
joyeria-milan-combo-pearl-bead-resin-necklace,Joyeria Milan Combo Of Pearl And Bead Resin Necklace,Joyeria Milan Combo Of Pearl And Bead Resin Necklace - Buy Joyeria Milan Combo Of Pearl And Bead Resin Necklace only for CAD $7.02 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Joyeria Milan,Jewellery,Jewellery,TRUE,Color,White,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,7.02,7.02,TRUE,TRUE,,http://img6a.flixcart.com/image/necklace-chain/g/u/z/jmnk053-joyeria-milan-necklace-1100x1100-imae5tmc2bfy7gvv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
classique-designer-jewellery-beautiful-alloy-jewel-set,Classique Designer Jewellery Beautiful Alloy Jewel Set,Classique Designer Jewellery Beautiful Alloy Jewel Set - Buy Classique Designer Jewellery Beautiful Alloy Jewel Set only for CAD $35.18 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Classique Designer Jewellery,Jewellery,Jewellery,TRUE,Color,White,Type,Earring and Necklace Set,,,,100,shopify,50,deny,manual,7.02,35.18,TRUE,TRUE,,http://img5a.flixcart.com/image/jewellery-set/v/j/4/jwl1261-abhushan-original-imae5kydfhuhat9h.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
print-shapes-psychic-laptop-skin-mouse-pad-combo-set,PRINT SHAPES psychic Laptop Skin with Mouse pad Combo Set,"Key Features of PRINT SHAPES psychic Laptop Skin with Mouse pad Combo Set Glue Free Removal 15.6 inches Laptop skin Easy to Apply & Scratch Resistant Lamination,PRINT SHAPES psychic Laptop Skin with Mouse pad Combo Set (Multicolor) Price: CAD $17.58 Print Shapes Laptop skin made on High Quality vinyl sheet is compatible with laptops screen sizes ranging from 14.1 inches to 15.6 inches. Trimning of the skin would be required as per your laptop size. The skins are easy to install & remove without leaving any gum or residue,Specifications of PRINT SHAPES psychic Laptop Skin with Mouse pad Combo Set (Multicolor) General Brand PRINT SHAPES Model Name psychic Laptop Skin with Mouse pad Suitable_for All types of Laptop Color Multicolor Warranty Warranty Summary No Warranty In the Box Number of Contents in Sales Package Pack of 2",PRINT SHAPES,Computers,Computers,TRUE,Color,Multicolor,Number of Contents in Sales Package,Pack of 2,,,,100,shopify,50,deny,manual,5.79,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/laptop-accessories-combo/f/m/a/2-print-shapes-psychic-laptop-skin-with-mouse-pad-original-imaeget2hqtqspxm.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pia-international-10x70x70-zoom-sakura-binoculars,Pia International 10X70X70 WITH ZOOM SAKURA Binoculars,"Specifications of Pia International 10X70X70 WITH ZOOM SAKURA Binoculars (20 mm, Black) In The Box 1 Binocular, 1 Manual General Objective Diameter 20 mm Brand Pia International Type Binoculars Model Name 10X70X70 WITH ZOOM SAKURA Magnification 10 x Color Black Dimensions Weight 1200 g Height 200 mm Width 190 mm Depth 70 mm Additional Features Water Resistant No",Pia International,Pia International 10X70X70 WITH ZOOM SAKURA Bino...,,TRUE,Color,Black,Type,Binoculars,,,,100,shopify,50,deny,manual,87.98,175.98,TRUE,TRUE,,http://img5a.flixcart.com/image/binocular/binoculars/z/h/n/pia-international-10x70x70-with-zoom-sakura-1100x1100-imaeekmnzfypebty.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
kits-kart-pouch-intex-aqua-i5-mini,kits kart Pouch for Intex Aqua i5 Mini,"Key Features of kits kart Pouch for Intex Aqua i5 Mini Durable Protective Light Weight Easy To Use,kits kart Pouch for Intex Aqua i5 Mini (Red) Price: CAD $15.98 Product Description for : Intex Aqua i5 Mini - HDPRD47#0662 - Keeps your Mobile safe in executive style in the Leather case. Ultimate protection for your mobile. Protects your Mobile from any harm without impacting its super slim profile. Protects the screen of your mobile from Scratches & Cracks. This cover slides your device completely inside. Your Mobile screen is strongly protected without adding any thickness and weight normally associated with other cases. Made from high quality Leather & would help you will keep your Mobile looking good as new. The cover is tough enough to withstand day-to-day hassles without and strain, and helps your phone stay well for long. Product at Glimpse 1) Exclusively designed for your smartphone. 2) Light weight and durable construction. 3) Extremely tough, durable case molds perfectly to your phones shape. 4) Easy to Use, durable construction and premium qualityPLEASE LEAVE A GOOD POSITIVE FEEDBACK WITH 5 DETAILED SELLER RATING ONCE YOU ARE SATISFIED If your not satisfied with our product or any other issues regarding the product and you are feeling to give an negative remark, We humbly request you to give us a call or mail us so that we could promptly resolve your issue. You could call us @ 9176695600 or mail us at kitskart@gmail.com,Specifications of kits kart Pouch for Intex Aqua i5 Mini (Red) General Brand kits kart Shade Red Material Artificial Leather Designed for Intex Aqua i5 Mini Model ID HDPRD47#0662 Color Red In the Box Sales Package 1 Hand Pouch",kits kart,Mobiles & Accessories,Mobiles & Accessories,TRUE,Color,Red,Material,Artificial Leather,,,,100,shopify,50,deny,manual,7.99,15.98,TRUE,TRUE,,http://img5a.flixcart.com/image/cases-covers/pouch/c/g/y/kits-kart-hdprd50-1382-1100x1100-imaeggy8qtcn2zh8.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
femitaly-women-bellies,femitaly Women Bellies,"Key Features of femitaly Women Bellies Occasion: Casual Material: Fabric Color: Brown Heel Height: 0,Specifications of femitaly Women Bellies General Occasion Casual Ideal For Women Sandal Details Type Bellies Heel Height 0 inch Outer Material Fabric Color Brown",femitaly,Footwear,Footwear,TRUE,Color,Brown,Type,Bellies,,,,100,shopify,50,deny,manual,8.78,19.34,TRUE,TRUE,,http://img6a.flixcart.com/image/sandal/h/v/w/brown-ke-26-femitaly-37-original-imaejphqrzh4xgen.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
trove-bone-necklace,Trove Bone Necklace,Trove Bone Necklace - Buy Trove Bone Necklace only for CAD $13.20 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Trove,Jewellery,Jewellery,TRUE,Color,Red,Type,Necklace,,,,100,shopify,50,deny,manual,6.32,13.2,TRUE,TRUE,,http://img6a.flixcart.com/image/necklace-chain/3/y/b/trn1014rd-trove-necklace-1100x1100-imae7txyyykdysgc.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
lapguard-hp-pavilion-dv5-1008tx-6-cell-laptop-battery,Lapguard HP Pavilion dv5-1008tx 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1008tx 6 Cell Laptop Battery only for Rs. 0.0 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Lapguard,Computers,Computers,TRUE,Color,Black,,,,,,100,shopify,50,deny,manual,29.9,70.38,TRUE,TRUE,,http://img5a.flixcart.com/image/laptop-battery/q/e/3/lapguard-hp-pavilion-dv5-1020tx-400x400-imadqd2c3y7esvz3.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
offspring-embroidered-solid-single-wrapper-white-pink,"Offspring Embroidered, Solid Single Wrapper White, Pink","Offspring Embroidered, Solid Single Wrapper White, Pink (1 Wrap)
                         Price: CAD $7.02
				
			This hooded wrap is made from soft material which is gentle against baby's skin.This wrap can be used as a swaddle wrap, burp cloth and much more.
This hooded wrap is made from soft material which is gentle against baby's skin.This wrap can be used as a swaddle wrap, burp cloth and much more.",Offspring,Baby Care,Baby Care,TRUE,Color,"White, Pink",Size,Single,Type,Wrapper,,100,shopify,50,deny,manual,5.46,7.02,TRUE,TRUE,,http://img6a.flixcart.com/image/blanket/e/e/h/of122-pink-offspring-hooded-receiving-1100x1100-imae89pxzyryqu5k.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
morpankh-enterprise-floral-print-bollywood-georgette-sari,morpankh Enterprise Floral Print Bollywood Georgette Sari,"Key Features of morpankh Enterprise Floral Print Bollywood Georgette Sari With Blouse Piece,Fashion Sari,morpankh Enterprise Floral Print Bollywood Georgette Sari Price: CAD $52.78 Here is the Fancy Sarees by morpankhEnterprise Ideal for Parties and festivals. Our Sarees are Made and stitched using high grade fabrics and yarns under the strict surveillance of our well-versed Executives. we are offering our Products at most reasonable prices morpankhenterrise guaranteed product only .,Specifications of morpankh Enterprise Floral Print Bollywood Georgette Sari In The Box 1 pack of saree Dimensions Weight 0.4 kg General Details Pattern Floral Print Occasion Formal Sari Details Fabric Georgette Type Bollywood Blouse Piece Yes Ideal For Women's Fabric Care dry wash only",morpankh Enterprise,Clothing,Clothing,TRUE,Pattern,Floral Print,Type,Bollywood,,,,100,shopify,50,deny,manual,15.82,52.78,TRUE,TRUE,,http://img5a.flixcart.com/image/sari/j/v/w/1-1-asha-yellow-saree-g1-morpankh-enterprise-original-imaeh7ythnkdy2wb.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
gold-dust-abc23007-automatic-sun-hand-red-manual-sewing-machine,Gold Dust ABC23007 Automatic Sun Hand Red Manual Sewing Machine,Specifications of Gold Dust ABC23007 Automatic Sun Hand Red Manual Sewing Machine ( Built-in Stitches 45) General Number of Buttonhole Styles 20 Brand Gold Dust Type Manual Sewing Speed 40 SPM Model Name ABC23007 Automatic Sun Hand Red Material Plastic Number of Stitches 45 Color Red Weight 0.15 kg Height 2 inch Width 4 inch Depth 2 inch In the Box 1 Sewing Machine,Gold Dust,Home & Kitchen,Home & Kitchen,TRUE,Color,Red,Material,Plastic,Type,Manual,,100,shopify,50,deny,manual,5.26,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/sewing-machine/f/s/f/gold-dust-mo23007-automatic-sun-hand-red-1100x1100-imaej4kwyphgjsng.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
yellow-door-planters-tray-tea-light-holders-green-plant-container-set,The Yellow Door Planters with Tray/ Tea Light Holders - Green Plant Container Set,Buy The Yellow Door Planters with Tray/ Tea Light Holders - Green Plant Container Set for CAD $26.38 online. The Yellow Door Planters with Tray/ Tea Light Holders - Green Plant Container Set at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,The Yellow Door,Tools & Hardware,Tools & Hardware,TRUE,Color,Green,Material,Metal,Type,Outdoor,,100,shopify,50,deny,manual,11.49,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/plant-container-set/b/u/g/planters-with-tray-tea-light-holders-green-the-yellow-door-1100x1100-imae2cz63p4awfyc.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
easy4buy-3510-very-loud-sound-110-db-vehicle-horn,Easy4buy 3510 Very Loud Sound 110 dB Vehicle Horn,Buy Easy4buy 3510 Very Loud Sound 110 dB Vehicle Horn for CAD $15.82 online. Easy4buy 3510 Very Loud Sound 110 dB Vehicle Horn at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Easy4buy,Automotive,Automotive,TRUE,Material,Plastic,Pack of,2,Type,External,,100,shopify,50,deny,manual,10.54,15.82,TRUE,TRUE,,http://img6a.flixcart.com/image/vehicle-horn/u/p/q/3510-very-loud-sound-easy4buy-1100x1100-imae7385h4hpqz9w.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
utex-slim-fit-baby-boy-s-jeans,Utex Slim Fit Fit Baby Boy's Jeans,"Utex Slim Fit Fit Baby Boy's Jeans
                         Price: CAD $16.19
				
			Here Comes the most preferred product of our brand U-Tex for your kids. A Designer 5 Pocket Pure Cotton Pure Black Colored pant which defines a lasting impression. The Cotton pant is made with Half Elastic on the back side which ensures it fits to the Little and Delicate waist of your child. The Lycra in the pant is so smoothing that it just fits the body of your child at perfect places to give him a adorable look after wearing. The Stretchable Cotton Fabric is so very cool and smooth and it never harms the body. The presentation of the pant overall leaves a lasting impression. A Perfect product for the child of the perfectionist. Note : Product Colour May Slightly Vary Due to Photographic Lighting Sources or Your Monitor Settings. Model : The Model is of 9 Years and is wearing the pant of Size 32 (8-9 Y).
Here Comes the most preferred product of our brand U-Tex for your kids. A Designer 5 Pocket Pure Cotton Pure Black Colored pant which defines a lasting impression. The Cotton pant is made with Half Elastic on the back side which ensures it fits to the Little and Delicate waist of your child. The Lycra in the pant is so smoothing that it just fits the body of your child at perfect places to give him a adorable look after wearing. The Stretchable Cotton Fabric is so very cool and smooth and it never harms the body. The presentation of the pant overall leaves a lasting impression. A Perfect product for the child of the perfectionist. Note : Product Colour May Slightly Vary Due to Photographic Lighting Sources or Your Monitor Settings. Model : The Model is of 9 Years and is wearing the pant of Size 32 (8-9 Y).",Slim Fit,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 1,Type,Stretchable Cotton Pant with Half Elastic,,,,100,shopify,50,deny,manual,16.19,16.19,TRUE,TRUE,,http://img6a.flixcart.com/image/jean/b/z/j/v4725efpc1-utex-original-imae6j77czjpjegb.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
bluestone-aster-white-gold-diamond-18-k-ring,BlueStone The Aster White Gold Diamond 18 K Ring,BlueStone The Aster White Gold Diamond 18 K Ring - Buy BlueStone The Aster White Gold Diamond 18 K Ring only for Rs. 0.0 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,BlueStone,Jewellery,Jewellery,TRUE,Color,White,Pack of,1,Type,Ring,,100,shopify,50,deny,manual,472.68,627.48,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/p/p/s/srs48-15-amogh-jewels-ring-original-imadqtk2tkbnhzjj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
speedwav-154266-manual-rear-view-mirror,Speedwav 154266 Manual Rear View Mirror,"Key Features of Speedwav 154266 Manual Rear View Mirror Mirror Surface: Convex Suitable for: Cars,Speedwav 154266 Manual Rear View Mirror (Interior) Price: CAD $18.48 Wide angle view from roof mounted rear mirror provides tension free driving experience and reduces stress of looking to both side rear view mirrors Features Makes driving on roads easy A must have product for all long distance travelers Can be installed on the roof rear view of the vehicle with help of clips Provides wide angle rear view for safe driving on roads as well as on highway Anti slip clip holding the mirror of the vehicle provides tension free driving Package Contents: 1 X Speedwav Wide Angle Rear View Mirror,Specifications of Speedwav 154266 Manual Rear View Mirror (Interior) General Mirror Operation Manual Brand Speedwav Mirror Placement Interior Vehicle Model Name Accord Model Number 154266 Vehicle Brand Honda Type Rear View Mirror Vehicle Model Year 2009, 2010, 2011 Mirror Surface Convex In the Box 1 Mirror Unit",Speedwav,Automotive,Automotive,TRUE,Type,Rear View Mirror,,,,,,100,shopify,50,deny,manual,10.45,18.48,TRUE,TRUE,,http://img6a.flixcart.com/image/vehicle-mirror/f/e/5/154351-speedwav-1100x1100-imaegbdufawd6bba.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
glamour-casuals,Glamour Casuals,"Key Features of Glamour Casuals Material: Synthetic Leather Occasion: Sports Color: Red Heel Height: 3,Glamour Casuals Price: CAD $28.14 Glamour Running Shoes,Specifications of Glamour Casuals General Ideal For Boys Occasion Sports Shoe Details Weight 0.900 g (per single Shoe) - Weight of the product may vary depending on size. Heel Height 3 inch Outer Material Synthetic Leather Color Red",Glamour,Footwear,Footwear,TRUE,Color,Red,,,,,,100,shopify,50,deny,manual,24.62,28.14,TRUE,TRUE,,http://img5a.flixcart.com/image/shoe/a/g/h/red-trendy-1-glamour-9-original-imaeg6f7whszg3se.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
beebay-baby-boy-s-solid-casual-shirt,Beebay Baby Boy's Solid Casual Shirt,"Specifications of Beebay Baby Boy's Solid Casual Shirt General Details Pattern Solid Ideal For Baby Boy's Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Collar Button Down Collar Fit Regular Fabric Care Don'T Wash With Other Garments, Hand Wash With Mild Detergent, Dont Tumble Dry, Dry In Shade, Soft Ironing In the Box Shirt Additional Details Style Code 142137",Beebay,Clothing,Clothing,TRUE,Fit,Regular,Number of Contents in Sales Package,Pack of 1,Pattern,Solid,,100,shopify,50,deny,manual,6.99,13.99,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/u/h/e/142137-beebay-1100x1360-imaeyujx6pfa6rhy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jjc-lh-88c-lens-hood,JJC LH-88C  Lens Hood,Buy JJC LH-88C  Lens Hood only for Rs. 0.0 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,JJC,Cameras & Accessories,Cameras & Accessories,TRUE,Color,Black,,,,,,100,shopify,50,deny,manual,39.6,40.04,TRUE,TRUE,,http://img6a.flixcart.com/image/lens-hood/fiber/4/9/f/jjc-lh-88c-400x400-imadnut7w5c2pwgt.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
dgold-spinel-stone-necklace,dgold Spinel Stone Necklace,"Key Features of dgold Spinel Stone Necklace Genuine Gemstone Designer Collection Genuine Gemstone Necklace Spinel Necklace,dgold Spinel Stone Necklace Price: CAD $52.62 Product : Natural Black Spinel Necklace Weight : 482.55 carats Colour : As seen in picture Treatment On Beads : None Beads Dimensions : 08 X 08 MM Clarity : Opaque Lenght : Smallest Strand-18 Inches | Longest Strand-20 inches Code : 77 - AG1 Natural Black Spinel Necklace !!,Specifications of dgold Spinel Stone Necklace General Brand dgold Model Number SJ84 Precious/Artificial Jewellery Fashion Jewellery Type Necklace Ideal For Girls, Women Occasion Wedding & Engagement, Workwear, Everyday Color Black Silver Features Silver Weight NA g Diamond Features Diamond Weight NA carat Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Gold Features Gold Purity NA K Dimensions Chain/Necklace Length 20 inch Chain/Necklace Thickness 08 mm Warranty Warranty Service Type 30 days Body & Design Features Base Material Stone Gemstone Spinel Plating NA Necklace Type Strand Chain Type Beads Semi-precious Stone Features Natural/Synthetic Semi-precious Stone Natural Semi Precious Stone In the Box Pack of 1 Additional Features Other Features Weight : 482.55 Cts, Dimensions : 08 X 08 MM Certification NA",dgold,Jewellery,Jewellery,TRUE,Color,Black,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,29.74,52.62,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/c/j/k/sj84-dgold-necklace-original-imaegmhbyrx7sfaa.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
allure-auto-cm-1349-car-mat-maruti-alto-k10,Allure Auto CM 1349 Car Mat Maruti Alto K10,Buy Allure Auto CM 1349 Car Mat Maruti Alto K10 for CAD $86.24 online. Allure Auto CM 1349 Car Mat Maruti Alto K10 at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Allure Auto,Automotive,Automotive,TRUE,Color,Black,Material,Rubber,Type,Floor Mat,,100,shopify,50,deny,manual,28.14,86.24,TRUE,TRUE,,http://img6a.flixcart.com/image/car-mat/h/t/b/maruti-ertiga-anti-slip-noodle-car-floor-mats-set-of-5-black-1100x1100-imaecjxhn5dmzwgz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
prettysecrets-women-s-t-shirt-bra,PrettySecrets Women's T-Shirt Bra,"PrettySecrets Women's T-Shirt Bra
                         Price: CAD $11.42
				
			PrettySecrets offers the ultimate lift-loving push up for maximum cleavage and fullness. Specially designed to create an hour glass silhouette, while keeping the light weight padding your sexy little secret.
, Maximum lift,Add 2 cups
, Underwired cups
, Adjustable straps
, Black scalloped lace on cups and wing
, Black front satin bow
, Hook and eye closure.
PrettySecrets offers the ultimate lift-loving push up for maximum cleavage and fullness. Specially designed to create an hour glass silhouette, while keeping the light weight padding your sexy little secret.
, Maximum lift,Add 2 cups
, Underwired cups
, Adjustable straps
, Black scalloped lace on cups and wing
, Black front satin bow
, Hook and eye closure.",Grey,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 1,Pattern,Polka Print,color,Grey,,100,shopify,50,deny,manual,11.42,11.42,TRUE,TRUE,,http://img6a.flixcart.com/image/bra/h/b/c/psbraw14015-prettysecrets-34b-original-imaey25nch46y2cf.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
