Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
speedwav-186879-bajaj-pulsar-200-ns-dts-i-led-indicator-light,"Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED Indicator Light","Key Features of Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED Indicator Light Vehicle Type: Motorbike Used for: Front, Rear Bulb Inculded Light Bulb Color: White, Blue,Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED Indicator Light (White, Blue Pack of 2) Price: CAD $30.80 Riding safely on bike has always been an issue on Canadan roads due to turning without indication. But now no need to worry when Speedwav Bike LED Indicator is there which will not only make you safe while taking any turn on your bike but will also increase looks of your bike with its unique design A must have product for safe riding as giving indicator and then turning makes you a responsible citizen. Feature: Easy to replace with current indicators Durable and long lasting Enhances overall looks of the bike Makes riding easy and stress free Keeps you safe in unwanted weather conditions Note : Product image shown is for display purpose only as product may slightly vary in shape from the images shown Package Contents: Speedwav Bike LED Indicators - Set of 2,Specifications of Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED Indicator Light (White, Blue Pack of 2) General Brand Speedwav Bulb Included Yes Used For Front, Rear Light Bulb Color White, Blue Vehicle Model Name Pulsar 200 NS DTS-i Model Number 186879 Bulb Type LED Vehicle Brand Bajaj Vehicle Model Year 2015 Vehicle Type Motorbike Operating Voltage 12.5 V Color White, Blue In the Box Sales Package 2 Vehicle Indicator Light Pack of 2","Speedwav","Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...",,TRUE,Color,"White, Blue",Pack of,"2",,,,100,shopify,50,deny,manual,19.13,30.8,TRUE,TRUE,,http://img6a.flixcart.com/image/vehicle-indicator-light/7/x/j/186872-speedwav-1100x1100-imaegey9bvjhyzmu.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
karatcraft-infinity-swirl-yellow-gold-diamond-18-k-ring,"Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring","Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring - Buy Karatcraft Infinity Swirl Yellow Gold Diamond 18 K Ring only for CAD $725.51 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Karatcraft","Jewellery","Jewellery",TRUE,Color,"Gold",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,507.78,725.51,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/4/d/9/rda0037-6-jk-6-karatcraft-ring-original-imae7gsdzfpwtgav.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
karatcraft-infinity-swirl-yellow-gold-diamond-18-k-ring,,,,,,,Color,"Gold",Pack of,"1",Type,"Ring",RNGE7GVYRWWCA9AV,100,shopify,50,deny,manual,534.51,742.7,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/4/d/9/rda0037-6-jk-6-karatcraft-ring-original-imae7gsdzfpwtgav.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
petshop7-ps7db0025-l-pet-bed,"Petshop7 PS7DB0025 L Pet Bed","Buy Petshop7 PS7DB0025 L Pet Bed for CAD $44.00 online. Petshop7 PS7DB0025 L Pet Bed at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Blue","Furniture","Furniture",TRUE,Color,"Blue",Material,"Velvet, Foam",Size,"L",,100,shopify,50,deny,manual,35.18,44.0,TRUE,TRUE,,http://img5a.flixcart.com/image/pet-bed/r/y/v/ps7db0025-petshop7-l-original-imaeczc92mggrrfv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
tucasa-lg-295-table-lamp,"Tucasa LG-295 Table Lamp","Key Features of Tucasa LG-295 Table Lamp Multicolor 1 X 40 W Bulb,Specifications of Tucasa LG-295 Table Lamp (15 cm, Multicolor) In The Box Number of Contents in Sales Package Pack of 1 Sales Package Table Lamp General Model Number LG-449 Bulb Type 1 X 40 W With Shade No Type Desk Model Name LG-295 Lamp Body Material Metal, Fabric Color Multicolor Battery Features Battery Operated No Dimensions Weight 450 g Height 15 cm Width 10 cm Power Features Power Requirement 404 - 240 V, 50/60 Hz Power Source AC Adapter","Tucasa","Home Decor & Festive Needs","Home Decor & Festive Needs",TRUE,Color,"Multicolor",Number of Contents in Sales Package,"Pack of 1",Type,"Desk",,100,shopify,50,deny,manual,20.43,40.87,TRUE,TRUE,,http://img5a.flixcart.com/image/table-lamp/k/m/z/lg-449-tucasa-lg-295-1100x1100-imaecrynbvqf9hnz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
life-like-otp-200-mic-wireless-bluetooth-headset,"LIFE LIKE OTP-200 WITH MIC Wireless Bluetooth Headset","Key Features of LIFE LIKE OTP-200 WITH MIC Wireless Bluetooth Headset Headset Design: Earbud Type: In the Ear Inline Remote Compatible Devices: Mobile,Specifications of LIFE LIKE OTP-200 WITH MIC Wireless Bluetooth Headset (BLACK) Power and Battery Charge Time 2 HOURS General Headset Design Earbud Brand LIFE LIKE Wired/Wireless Wireless Compatible Devices Mobile Type of Headset In the Ear Model ID OTP-200 WITH MIC In Sales Package 1 BLUETOOTH HEADSET 1 LEFT SIDE EARPHONE 1 CHARGING CABLE Color BLACK Bluetooth Bluetooth Version 3.0 Bluetooth Yes Sound Features Noise Cancellation Headphones Yes Warranty Covered in Warranty MANUFACTURING DEFECT Warranty Summary 6 MONTHS WARRANTY Warranty Service Type ON-SITE WARRANTY Not Covered in Warranty DAMAGE Microphone Features Noise Cancellation Mircrophone Yes","LIFE LIKE","Gaming","Gaming",TRUE,Color,"BLACK",,,,,,100,shopify,50,deny,manual,10.54,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/headset/w/3/t/life-like-otp-200-with-mic-original-imaeggayagknzqsj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
womaniya-alloy-bracelet,"womaniya Alloy Bracelet","Key Features of womaniya Alloy Bracelet Ideal For: Girls, Women Diameter: free,Specifications of womaniya Alloy Bracelet Pearl Features Pearl Type NA General Brand womaniya Model Number 609 Precious/Artificial Jewellery Fashion Jewellery Type Bracelet Model Name gold look chain broad bracelet Bangle Size Free Ideal For Girls, Women Color Gold Silver Features Silver Weight na g Diamond Features Diamond Weight na ct Diamond Shape na Diamond Color Grade NA Diamond Clarity NA Gold Features Gold Purity NA K Dimensions Diameter free inch Body & Design Features Base Material Alloy Gemstone NA Plating NA In the Box Pack of 1 Additional Features Certification NA","womaniya","Jewellery","Jewellery",TRUE,Color,"Gold",Pack of,"1",Type,"Bracelet",,100,shopify,50,deny,manual,21.12,35.2,TRUE,TRUE,,http://img5a.flixcart.com/image/bangle-bracelet-armlet/g/t/p/609-free-womaniya-1-original-imaejg5udnbqepsc.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jacknjewel-charming-six-stone-white-gold-diamond-18-k-ring,"Jacknjewel Charming Six Stone White Gold Diamond 18 K Ring","Jacknjewel Charming Six Stone White Gold Diamond 18 K Ring                         Price: CAD $376.41       Certified Diamond Ring Made In 18 Kt Hallmark Gold Studded With 0.06 Carat Diamond. All Products Is Certified And Hallmarked. Shop Now To Avail The Lowest Online Prices. Certified Diamond Ring Made In 18 Kt Hallmark Gold Studded With 0.06 Carat Diamond. All Products Is Certified And Hallmarked. Shop Now To Avail The Lowest Online Prices. ","Jacknjewel","Jewellery","Jewellery",TRUE,Color,"White",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,244.43,376.41,TRUE,TRUE,,http://img6a.flixcart.com/image/ring/u/f/r/jnj14whlr1767-5-9-jacknjewel-ring-1100x1100-imaed9eqfzae2zmh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pioneer-pragati-floral-single-duvet-orange,"Pioneer Pragati Floral Single Duvet Orange","Pioneer Pragati Floral Single Duvet Orange (1 Duvet)                         Price: CAD $35.18       World famous Jaipuri Pure Cotton Single Bed Comforter (also populary called as Dohar) in traditional Sanganeri Gold Print of Rajasthan. The Comforter is a 3-layered cover with fluffy middle layer of High Grade Flannel sheet between two layers of cotton fabric. Being light weight, these are ideal during travelling.Product Usage:Envelop yourself in the folds of our unique decorative Comforter and drift off to exotic lands. Ensconced within the folds of this buttery soft cotton comforter your sleep will be sweet and deep, whether you choose to spend your nights cocooned in warm cozy slumber or you choose to indulge in a restful afternoon siesta.Specifications:Product Dimensions: LxB: 90x60 inchesItem Type: Single Bed ComforterColor: MulticolorMaterial: ClothSpecialty: Gold Print Floral Design Quilt.Filling: High Grade Flannel sheetFabric GSM: 170Wash care:Dryclean onlyDisclaimer:The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.Return Policy:No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.Brand:Pioneer PragatiWorld famous Jaipuri Pure Cotton Single Bed Comforter (also populary called as Dohar) in traditional Sanganeri Gold Print of Rajasthan. The Comforter is a 3-layered cover with fluffy middle layer of High Grade Flannel sheet between two layers of cotton fabric. Being light weight, these are ideal during travelling.Product Usage:Envelop yourself in the folds of our unique decorative Comforter and drift off to exotic lands. Ensconced within the folds of this buttery soft cotton comforter your sleep will be sweet and deep, whether you choose to spend your nights cocooned in warm cozy slumber or you choose to indulge in a restful afternoon siesta.Specifications:Product Dimensions: LxB: 90x60 inchesItem Type: Single Bed ComforterColor: MulticolorMaterial: ClothSpecialty: Gold Print Floral Design Quilt.Filling: High Grade Flannel sheetFabric GSM: 170Wash care:Dryclean onlyDisclaimer:The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.Return Policy:No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.Brand:Pioneer Pragati","Pioneer Pragati","Home Furnishing","Home Furnishing",TRUE,Color,"Orange",Size,"Single",Type,"Duvet",,100,shopify,50,deny,manual,19.34,35.18,TRUE,TRUE,,http://img5a.flixcart.com/image/blanket/a/h/d/sdv606-pioneer-pragati-floral-design-with-gold-print-1100x1100-imaebhy3zfbg5hc4.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
miss-rich-women-s-solid-casual-shirt,"Miss Rich Women's Solid Casual Shirt","Miss Rich Women's Solid Casual Shirt - Buy Turquoise Miss Rich Women's Solid Casual Shirt For Only CAD $14.06 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it","Regular","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Casual",,100,shopify,50,deny,manual,7.02,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/z/j/j/mrl-30-tur-miss-rich-s-original-imae4y2xrzs2rbmb.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
miss-rich-women-s-solid-casual-shirt,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Casual",SHTE4YFYMFWDZZYH,100,shopify,50,deny,manual,7.02,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/z/y/h/mrl-30-blk-miss-rich-l-original-imae4y2xbgswrc9s.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
miss-rich-women-s-solid-casual-shirt,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Casual",SHTE4YFXHZQEAWSY,100,shopify,50,deny,manual,7.02,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/r/2/y/mrl-26-blk-miss-rich-l-original-imae4y2xnydhqzcb.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
miss-rich-women-s-solid-casual-shirt,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Casual",SHTE4YFYKYZZG4MN,100,shopify,50,deny,manual,7.02,14.06,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/z/z/j/mrl-49-lt-pnk-miss-rich-l-original-imae4y2xmgwguz8c.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
miss-rich-women-s-solid-casual-shirt,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Casual",SHTE4YFY6PPGZNV6,100,shopify,50,deny,manual,7.02,14.06,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/n/v/6/mrl-26-tur-miss-rich-xl-original-imae4y2xzehwdyfg.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
imlee-mojaris,"Imlee Mojaris","Specifications of Imlee Mojaris General Ideal For Women Occasion Ethnic Shoe Details Color Pink Outer Material Fabric, Leather Heel Height 0 inch Number of Contents in Sales Package Pack of 1 In the Box 2 Shoes","Imlee","Footwear","Footwear",TRUE,Color,"Pink",Number of Contents in Sales Package,"Pack of 1",,,,100,shopify,50,deny,manual,28.16,28.16,TRUE,TRUE,,http://img5a.flixcart.com/image/shoe/8/h/k/pink-cr-18-ae-imlee-40-original-imaefd68ftmn77h9.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pearlz-ocean-alloy-jewel-set,"Pearlz Ocean Alloy Jewel Set","Pearlz Ocean Alloy Jewel Set - Buy Pearlz Ocean Alloy Jewel Set only for CAD $79.20 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Pearlz Ocean","Jewellery","Jewellery",TRUE,Color,"Multicolor",Type,"Necklace, Earring and Bracelet Set",,,,100,shopify,50,deny,manual,20.22,79.2,TRUE,TRUE,,http://img6a.flixcart.com/image/jewellery-set/k/g/z/rcjns-0010-pearlz-ocean-original-imadzd9rhnv9vw4r.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pearlz-ocean-alloy-jewel-set,,,,,,,Color,"Multicolor",Type,"Necklace, Earring and Bracelet Set",,,JWSDZEQMNRKVQFDY,100,shopify,50,deny,manual,21.1,84.48,TRUE,TRUE,,http://img6a.flixcart.com/image/jewellery-set/f/d/y/rcjpns-0012-pearlz-ocean-original-imadzd9rhcwecyuq.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
vency-creation-waterproof-multipurpose-bag,"Vency creation Waterproof Multipurpose Bag","Key Features of Vency creation Waterproof Multipurpose Bag Designer purse hand bag latest fashion Hand Held bag,Vency creation Waterproof Multipurpose Bag (pink, 4 inch) Price: CAD $28.14 Be it your intense winter look or a cheerful summer appearance, this handbag from YOURS LUGGAGE will certainly do justice to both. Carry it on your wrist and look like a diva wherever you go. This polyurethane (pu) handbag will carry your essentials systematically without making it look too bulky.,Specifications of Vency creation Waterproof Multipurpose Bag (pink, 4 inch) General Model Name 19 Bag Features Closure Zip Bag Type Multipurpose Bag Material PU Waterproof Yes Ideal For girls Bag Capacity 4 inch Number of Compartments 2 Compartments Bag Design no Dimensions Weight 300 g In the Box Bag","Vency creation","Pens & Stationery","Pens & Stationery",TRUE,Material,"PU",,,,,,100,shopify,50,deny,manual,26.4,28.14,TRUE,TRUE,,http://img5a.flixcart.com/image/bag/5/w/y/vency-creation-19-4-1100x1100-imaehh92qh743vgz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
clara-certified-katela-3-9-cts-4-25-ratti-stunning-sterling-silver-amethyst-ring,"Clara Certified Katela 3.9 cts or 4.25 ratti Stunning Sterling Silver Amethyst Ring","Clara Certified Katela 3.9 cts or 4.25 ratti Stunning Sterling Silver Amethyst Ring                         Price: CAD $74.10       BIS Hallmarked 925 silver Ring is artistically made according to the astrological needs. Gemstone is left open from the back side for rays to pass through and reach finger properly. High quality making in our own state-of-the-art manufacturing unit gives this ring a beautiful look. Gemstone certified by a govt recognised laboratory. Silver hallmarked by BIS.BIS Hallmarked 925 silver Ring is artistically made according to the astrological needs. Gemstone is left open from the back side for rays to pass through and reach finger properly. High quality making in our own state-of-the-art manufacturing unit gives this ring a beautiful look. Gemstone certified by a govt recognised laboratory. Silver hallmarked by BIS.","Clara","Jewellery","Jewellery",TRUE,Color,"Silver",Pack of,"1",Type,"Ring",,100,shopify,50,deny,manual,33.09,74.1,TRUE,TRUE,,http://img5a.flixcart.com/image/ring/j/y/b/csam5r78-25-clara-ring-1100x1100-imaefz4ggffg2cxz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
atc-blackatc-22-two-wheeler-cover,"ATC BLackATC 22 Two Wheeler Cover","ATC BLackATC 22 Two Wheeler Cover (Black)                         Price: CAD $12.30       100% Brand New Product.High Quality Fabric.Strong Waterproof fabric to protect your bike from moisture and dirt.Breathable multi-layer material to prevent condensation build-up.fits in all low Muscle tone bikes.Protects from dust,dents and dings.Very Light and easily handled.Matches body Profile perfectly.separate space for mirror.Long durable cover.100% Brand New Product.High Quality Fabric.Strong Waterproof fabric to protect your bike from moisture and dirt.Breathable multi-layer material to prevent condensation build-up.fits in all low Muscle tone bikes.Protects from dust,dents and dings.Very Light and easily handled.Matches body Profile perfectly.separate space for mirror.Long durable cover.","ATC","Automotive","Automotive",TRUE,Color,"Black",Material,"Polyester",,,,100,shopify,50,deny,manual,3.5,12.3,TRUE,TRUE,,http://img6a.flixcart.com/image/two-wheeler-cover/4/h/h/bajaj-discover-125-dts-i-100-free-1-pair-arm-sleeve-royal-rex-1100x1100-imaeaw6c8aqjgfbh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
speedwav-twin-tone-2-pipe-car-air-pressure-tata-safari-type-1-200-db-vehicle-horn,"Speedwav Twin Tone 2 Pipe Car Air Pressure -Tata Safari Type 1 200 dB Vehicle Horn","Speedwav Twin Tone 2 Pipe Car Air Pressure -Tata Safari Type 1 200 dB Vehicle Horn                         Price: CAD $44.00       Tired of low horn sound from your vehicle then switch to Speedwav Twin Tone 2 Pipe Air Pressure Horn which will not only get you the side for over taking any vehicle but will also keep you safe whicle riding, but will make your vehicle a head turner whenever you will blow it on the road with its Melodies sound tuneFeatures:Easy to fitIncreased life hornEnhanced horn soundThree pipe loud horn sound helps you over take lane from any vehicle ahead of youWith horn installed in vehicle, driving becomes easy and safe on the roads and highways Must buy for all highway travelers to have a safe and sound journeyTwin-tone compressed air-horn set, 12 V High-tone 840 Hz, middle-tone 795 Hz, low-tone 620 HzNote: Product color may vary as per stock availabilityPackage Contents:1 X Speedwav Twin Tone 2 Pipe Air Pressure Horn (2 Trumpet Horn Cone , 1 Horn Air Compressor)Tired of low horn sound from your vehicle then switch to Speedwav Twin Tone 2 Pipe Air Pressure Horn which will not only get you the side for over taking any vehicle but will also keep you safe whicle riding, but will make your vehicle a head turner whenever you will blow it on the road with its Melodies sound tuneFeatures:Easy to fitIncreased life hornEnhanced horn soundThree pipe loud horn sound helps you over take lane from any vehicle ahead of youWith horn installed in vehicle, driving becomes easy and safe on the roads and highways Must buy for all highway travelers to have a safe and sound journeyTwin-tone compressed air-horn set, 12 V High-tone 840 Hz, middle-tone 795 Hz, low-tone 620 HzNote: Product color may vary as per stock availabilityPackage Contents:1 X Speedwav Twin Tone 2 Pipe Air Pressure Horn (2 Trumpet Horn Cone , 1 Horn Air Compressor)","Speedwav","Automotive","Automotive",TRUE,Material,"Plastic, Metal",Pack of,"1",Type,"Internal",,100,shopify,50,deny,manual,18.44,44.0,TRUE,TRUE,,http://img5a.flixcart.com/image/vehicle-horn/c/y/u/twin-tone-2-pipe-bike-air-pressure-tvs-phoenix-125-speedwav-1100x1100-imaeb3syvccq4akh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
artnconcept-abstract-cushions-cover,"Artnconcept Abstract Cushions Cover","Buy Artnconcept Abstract Cushions Cover at CAD $43.98 at bundl.it. Only Genuine Products. Free Shipping. Cash On Delivery!","Artnconcept","Home Furnishing","Home Furnishing",TRUE,Color,"Multicolor",Material,"Satin",Pattern,"Abstract",,100,shopify,50,deny,manual,11.42,43.98,TRUE,TRUE,,http://img5a.flixcart.com/image/cushion-pillow-cover/6/g/h/4511005-cd4511005-mesleep-1100x1100-imaeafhwqqhxggwy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
speedwav-154325-manual-rear-view-mirror,"Speedwav 154325 Manual Rear View Mirror","Key Features of Speedwav 154325 Manual Rear View Mirror Mirror Surface: Convex Suitable for: Cars,Speedwav 154325 Manual Rear View Mirror (Interior) Price: CAD $18.48 Wide angle view from roof mounted rear mirror provides tension free driving experience and reduces stress of looking to both side rear view mirrors Features Makes driving on roads easy A must have product for all long distance travelers Can be installed on the roof rear view of the vehicle with help of clips Provides wide angle rear view for safe driving on roads as well as on highway Anti slip clip holding the mirror of the vehicle provides tension free driving Package Contents: 1 X Speedwav Wide Angle Rear View Mirror,Specifications of Speedwav 154325 Manual Rear View Mirror (Interior) General Mirror Operation Manual Brand Speedwav Mirror Placement Interior Vehicle Model Name XUV 500 Model Number 154325 Vehicle Brand Mahindra Type Rear View Mirror Vehicle Model Year 2012, 2013, 2014, 2015 Mirror Surface Convex In the Box 1 Mirror Unit","Speedwav","Automotive","Automotive",TRUE,Type,"Rear View Mirror",,,,,,100,shopify,50,deny,manual,10.45,18.48,TRUE,TRUE,,http://img6a.flixcart.com/image/vehicle-mirror/f/e/5/154351-speedwav-1100x1100-imaegbdufawd6bba.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
eyelet-women-s-printed-casual-shirt,"Eyelet Women's Printed Casual Shirt","Eyelet Women's Printed Casual Shirt - Buy Maroon Eyelet Women's Printed Casual Shirt For Only CAD $21.10 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it","Slim","Clothing","Clothing",TRUE,Fit,"Slim",Number of Contents in Sales Package,"Pack of 1",Pattern,"Printed",,100,shopify,50,deny,manual,7.02,21.1,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/e/s/u/efg1110-eyelet-s-original-imae7648tfzkwq8w.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
takspin-casual-stylish-matte-finish-clutcher-set-5-hair-claw,"Takspin casual & stylish matte finish clutcher( set of 5) Hair Claw","Key Features of Takspin casual & stylish matte finish clutcher( set of 5) Hair Claw sweet adorbable comfortable affordable partywear takspin fashion clutcher hair claw barrate hair accessory hair clutchers pack combo collection funky casual,Takspin casual & stylish matte finish clutcher( set of 5) Hair Claw (Multicolor) Price: CAD $13.18 Takspin matte finish Plastic Hair Clutcher for Women for Everyday wear. This collection have 4 normal size hair clutchers & 1 big hair clutcher in different color. Whether you need Hair Clutcher- Hair Claw Clip to keep your hairstyle in place, or you want to add a pop of cute colour to your look, our range of clips and grips will style your hair with simplicity (set of 5),Specifications of Takspin casual & stylish matte finish clutcher( set of 5) Hair Claw (Multicolor) General Wearing Method Hair Clutcher Body & Design Material Matte finish plastic Design Multi design In the Box Number of Contents in Sales Package Pack of 5 Sales Package Set of 5 hair clutcher","Takspin","Jewellery","Jewellery",TRUE,Material,"Matte finish plastic",Number of Contents in Sales Package,"Pack of 5",,,,100,shopify,50,deny,manual,6.14,13.18,TRUE,TRUE,,http://img6a.flixcart.com/image/hair-accessory/p/j/f/cl215-k53-5-takspin-casual-stylish-matte-finish-clutcher-set-of-original-imaegzx7v3fevfyy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
ferari-men-s-solid-casual-yellow-shirt,"ferari Men's Solid Casual Yellow Shirt","Key Features of ferari Men's Solid Casual Yellow Shirt Fit: REGULAR Suitable For: Western Wear Sleeve: Full Sleeve Fabric: Cotton Color:Yellow Pattern:Solid Number Of Contents In Package:1,Specifications of ferari Men's Solid Casual Yellow Shirt General Details Pattern Solid Occasion Casual Ideal For Men's Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit REGULAR Fabric Cotton Fit Regular Additional Details Style Code fy10","ferari","Clothing","Clothing",TRUE,Fit,"Regular",Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",,100,shopify,50,deny,manual,7.02,22.86,TRUE,TRUE,,http://img5a.flixcart.com/image/shirt/4/h/u/fy10-ferari-m-original-imaejv9hrjeyawtq.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
avaron-projekt-moustache-brooch,"Avaron Projekt Moustache Brooch","Specifications of Avaron Projekt Moustache Brooch (Green) General Precious/Artificial Jewellery Fashion Jewellery Ideal For Men In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Brooch","Avaron Projekt","Jewellery","Jewellery",TRUE,Number of Contents in Sales Package,"Pack of 1",,,,,,100,shopify,50,deny,manual,12.3,22.86,TRUE,TRUE,,http://img6a.flixcart.com/image/brooch/s/r/7/1-grn-moustache-avaron-projekt-moustache-original-imaegag2tj9pefq3.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
kingsway-noodle-floor-mats-car-mat-ford-ecosport,"Kingsway Noodle Floor Mats Car Mat Ford Ecosport","Key Features of Kingsway Noodle Floor Mats Car Mat Ford Ecosport Premium Make Set of 5 Pcs Red Color Perfect Fit,Kingsway Noodle Floor Mats Car Mat Ford Ecosport (Red) Price: CAD $64.24 Feel fresh with Kingsway Anti Slip Noodle Car Floor Mats which will always make you feel fresh whenever you are up for a drive. These mats have anti slip feature which will make you feel at easy no matter its summer temperature of 40+ degrees or freezing olors & designs, these foot mats are subject to customization to fit into the decor of the car. Specially designed to Fit the Ford Eco Sport,Specifications of Kingsway Noodle Floor Mats Car Mat Ford Ecosport (Red) General Brand Kingsway Model Year NA Used For Comfort Type Floor Mat Material Rubber Finish Grass Type Color Red Grommets Included No Vehicle Model Name Ecosport Model Number ndmrd0131 Spiked Sole Yes Vehicle Brand Ford Model Name Noodle Floor Mats In the box Sales Package 5 Pcs of Noodle Car Mats Pack of 5 Warranty Covered in Warranty Manufacturing Defect Dimensions Weight 2.5 kg Height 15 cm Width 20 cm Depth 15 cm Additional Features Water Resistant Yes","Kingsway","Automotive","Automotive",TRUE,Color,"Red",Material,"Rubber",Type,"Floor Mat",,100,shopify,50,deny,manual,32.56,64.24,TRUE,TRUE,,http://img6a.flixcart.com/image/car-mat/c/e/k/ndmrd0109-kingsway-noodle-floor-mats-1100x1100-imaeja3nxzrvgye6.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
monte-carlo-round-neck-printed-men-s-pullover,"Monte Carlo Round Neck Printed Men's Pullover","Specifications of Monte Carlo Round Neck Printed Men's Pullover Pullover Details Sleeve Full Sleeve Hooded No Reversible No Fabric Cotton Neck Round Neck General Details Pattern Printed Occasion Casual Ideal For Men's In the Box Pullover Additional Details Style Code 1151322TN-2 Fabric Care Do Not Bleach, Iron Medium, Dry Clean, Machine Wash Cold","Monte Carlo","Clothing","Clothing",TRUE,Pattern,"Printed",,,,,,100,shopify,50,deny,manual,16.9,33.79,TRUE,TRUE,,http://img5a.flixcart.com/image/pullover/d/g/h/1151322tn-2-monte-carlo-m-original-imaefazgmkgwu9qr.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
